iter	Logloss
0	0.5539337617
1	0.4646720718
2	0.3982548587
3	0.3671698968
4	0.3381673853
5	0.3149208178
6	0.299671552
7	0.2793260337
8	0.2727943863
9	0.269062343
10	0.2613175256
11	0.2531171967
12	0.2489990425
13	0.2457900321
14	0.2410150757
15	0.2360936086
16	0.2306609021
17	0.2246633626
18	0.219212852
19	0.216304097
20	0.2091384101
21	0.2033437292
22	0.1977487322
23	0.1935128866
24	0.1918549256
25	0.1894189161
26	0.1862598831
27	0.1851503864
28	0.1833216579
29	0.1809316439
30	0.1781005862
31	0.1760699736
32	0.1721881249
33	0.1693096726
34	0.1660943429
35	0.1646025035
36	0.1628883484
37	0.1616335179
38	0.1608572369
39	0.1584704394
40	0.1564485078
41	0.1550670264
42	0.1512361897
43	0.1506076516
44	0.1497739136
45	0.1492988883
46	0.1478307384
47	0.1464457269
48	0.1439176108
49	0.1425385528
50	0.1421395177
51	0.1411276795
52	0.1388064791
53	0.1376672863
54	0.1353845222
55	0.1344925974
56	0.1337085273
57	0.132117288
58	0.1302490938
59	0.128664083
60	0.1283212183
61	0.126414325
62	0.1261503308
63	0.1228295893
64	0.1212815866
65	0.1206000717
66	0.1188171414
67	0.1175985679
68	0.1165287661
69	0.1157152424
70	0.114774989
71	0.1134595118
72	0.1126356611
73	0.1120561571
74	0.1114264934
75	0.1110527845
76	0.1104908216
77	0.109893568
78	0.1090829089
79	0.1088553944
80	0.107693636
81	0.1070752706
82	0.1058800153
83	0.1053203509
84	0.1044156217
85	0.1036240346
86	0.1031023334
87	0.1026116632
88	0.1021823123
89	0.1016966573
90	0.1014501478
91	0.1012684111
92	0.1005217571
93	0.09994738029
94	0.09958885281
95	0.09883990826
96	0.09836565953
97	0.09818491412
98	0.09796800876
99	0.09758589188
100	0.09738287314
101	0.09681215612
102	0.09631681643
103	0.09590492917
104	0.09556261062
105	0.09533392575
106	0.09516267264
107	0.09465617485
108	0.09438259661
109	0.09390378557
110	0.09367848777
111	0.09341840161
112	0.0927180293
113	0.09258945813
114	0.09236574881
115	0.09209635104
116	0.09155369148
117	0.09115018493
118	0.09070385785
119	0.09059907465
120	0.09029873826
121	0.09017357825
122	0.09001818335
123	0.08978515042
124	0.08959485868
125	0.08926579632
126	0.08897873567
127	0.08884472594
128	0.08845165364
129	0.08794176775
130	0.08740033967
131	0.0872615515
132	0.0870819897
133	0.0869952982
134	0.0868210065
135	0.08668899063
136	0.08653181829
137	0.08638371894
138	0.08615006296
139	0.08600779694
140	0.08586251189
141	0.08570771665
142	0.08563518559
143	0.08553468653
144	0.08524932635
145	0.08489977892
146	0.0847622093
147	0.0847033216
148	0.0845472826
149	0.08454723276
150	0.08454722657
151	0.08454721415
152	0.08454720173
153	0.08443380596
154	0.08415575206
155	0.08415573572
156	0.08403590377
157	0.08403587756
158	0.08403585138
159	0.08403583831
160	0.08395430143
161	0.08344856406
162	0.08303964139
163	0.08297989484
164	0.08284957642
165	0.08284957642
166	0.08284957642
167	0.08284957642
168	0.08278399181
169	0.08269025849
170	0.08238076059
171	0.08213289441
172	0.08196938887
173	0.0816258132
174	0.08135085229
175	0.08128678794
176	0.08118603991
177	0.08095054737
178	0.08074535312
179	0.0807379791
180	0.08066827553
181	0.08066124998
182	0.08065452637
183	0.08064807868
184	0.08064188659
185	0.08063593389
186	0.08058821871
187	0.08048898797
188	0.08048895934
189	0.080414684
190	0.08017866455
191	0.07986676587
192	0.07975788549
193	0.07947164354
194	0.07915959613
195	0.07906514098
196	0.07901727028
197	0.07873443468
198	0.0786568545
199	0.0785968941
200	0.07843416006
201	0.07835562388
202	0.07828213754
203	0.07810573245
204	0.07810030652
205	0.07808303149
206	0.07804501613
207	0.07797100626
208	0.07776124738
209	0.07762324039
210	0.07754007879
211	0.07753397243
212	0.07748186292
213	0.07731307463
214	0.07722473346
215	0.07716520261
216	0.07706969868
217	0.07687145314
218	0.07678046996
219	0.07667380148
220	0.07667377414
221	0.07667359326
222	0.07658016282
223	0.07651319507
224	0.07651171661
225	0.07651171156
226	0.07650599611
227	0.07650050709
228	0.07642781712
229	0.07626084446
230	0.07621896069
231	0.07612665645
232	0.07612103256
233	0.07597399938
234	0.0759731463
235	0.07590934546
236	0.0757131823
237	0.07545588987
238	0.07538743389
239	0.07536722955
240	0.07532665543
241	0.07532138652
242	0.07532136158
243	0.07531503574
244	0.07531002021
245	0.07524633305
246	0.07513935688
247	0.07505335248
248	0.07493726593
249	0.07493682358
