iter	Logloss
479	0.3893651927
480	0.3892785706
481	0.389218173
482	0.3891599146
483	0.3891156403
484	0.389080233
485	0.3890459976
486	0.3889398094
487	0.3888271974
488	0.3887509
489	0.3886766215
490	0.3885687957
491	0.3885227465
492	0.3884545502
493	0.3883848204
494	0.388273865
495	0.3882215777
496	0.3881803055
497	0.3881221203
498	0.3880567344
499	0.3879680086
500	0.3879135192
501	0.3878633835
502	0.3878068995
503	0.3877358153
504	0.387670577
505	0.3876092199
506	0.3875280313
507	0.3874496233
508	0.3874145801
509	0.3873503296
510	0.387324743
511	0.3871812581
512	0.3871217945
513	0.3870350954
514	0.3869682223
515	0.3868949073
516	0.3868061521
517	0.3867681845
518	0.3867041756
519	0.3866417082
520	0.3865660004
521	0.386506324
522	0.3864474016
523	0.3863846762
524	0.3862695603
525	0.386211755
526	0.3861504184
527	0.3860993545
528	0.3860669897
529	0.3860067142
530	0.3859683646
531	0.3859098453
532	0.3858677432
533	0.3858058705
534	0.385730626
535	0.3856703561
536	0.3855757648
537	0.3855224443
538	0.3854367733
539	0.3853689824
540	0.385318144
541	0.3851601592
542	0.3851034313
543	0.3850467003
544	0.3849740293
545	0.3849175512
546	0.3847784355
547	0.3847259741
548	0.3846470817
549	0.3846155685
550	0.384572361
551	0.3845078448
552	0.3844792008
553	0.3844006708
554	0.384359841
555	0.3842859285
556	0.3842183143
557	0.3841403258
558	0.3840589949
559	0.3839914491
560	0.3839319844
561	0.3838810276
562	0.3837934435
563	0.3837379485
564	0.383635796
565	0.3836005316
566	0.3835461025
567	0.3834857563
568	0.383420575
569	0.3833177927
570	0.3832865101
571	0.3832287681
572	0.3831674069
573	0.3831358239
574	0.3830850313
575	0.3830516423
576	0.3830070923
577	0.3829737791
578	0.3829217741
579	0.3828712853
580	0.3828121525
581	0.3826927199
582	0.3826325831
583	0.3825891255
584	0.382535016
585	0.382500115
586	0.3824545797
587	0.3824264637
588	0.3823922304
589	0.3823122395
590	0.3821312568
591	0.3820814688
592	0.38200609
593	0.3819333346
594	0.3819006221
595	0.3818560169
596	0.3818019061
597	0.3817245726
598	0.3816746112
599	0.3816243222
600	0.381567411
601	0.38146205
602	0.3814291282
603	0.381333225
604	0.3812363915
605	0.38119603
606	0.381139009
607	0.381075543
608	0.3809945148
609	0.3809494316
610	0.3808845125
611	0.38081688
612	0.3807687279
613	0.3807170398
614	0.3806666766
615	0.3805966752
616	0.3805578372
617	0.3804549769
618	0.3804016861
619	0.3803476293
620	0.3803202976
621	0.3802771278
622	0.3802463446
623	0.3801464373
624	0.3800388315
625	0.3799814136
626	0.379948923
627	0.379886408
628	0.3798410399
629	0.3797809631
630	0.3797508912
631	0.3796958589
632	0.3796315489
633	0.3795821702
634	0.3795449709
635	0.3795052725
636	0.3794611597
637	0.379364698
638	0.3793280724
639	0.3793046997
640	0.3792514031
641	0.3791917522
642	0.3790996378
643	0.3790512878
644	0.3789618458
645	0.3789124089
646	0.378873883
647	0.3788222622
648	0.3787721186
649	0.3787164848
650	0.3786794704
651	0.378607331
652	0.3785566439
653	0.3784902616
654	0.3784356035
655	0.3784015915
656	0.3783408905
657	0.3782952847
658	0.3782428908
659	0.3781755776
660	0.3781235306
661	0.3780632911
662	0.378020976
663	0.3779827604
664	0.3779353865
665	0.3778891444
666	0.3778508505
667	0.377801054
668	0.3777650406
669	0.3777130427
670	0.3776852992
671	0.3776121898
672	0.3775838851
673	0.377514335
674	0.3774503024
675	0.3773887186
676	0.3773476738
677	0.3772930192
678	0.3772686161
679	0.3772287185
680	0.3771697229
681	0.3771005022
682	0.3770125604
683	0.3769726399
684	0.3769365227
685	0.3768701904
686	0.3768153902
687	0.3767493318
688	0.3767021854
689	0.37664946
690	0.3766048377
691	0.3765308406
692	0.3764717667
693	0.3764199206
694	0.3763823391
695	0.3763457792
696	0.3762796964
697	0.3762296928
698	0.3762086067
699	0.3760574224
700	0.3759647869
701	0.375926587
702	0.3758875348
703	0.3758492482
704	0.3757889403
705	0.3757432063
706	0.3756984086
707	0.3756550663
708	0.3755634671
709	0.3755345863
710	0.3754627319
711	0.3753989408
712	0.3753042044
713	0.3752035413
714	0.3751333622
715	0.3750710297
716	0.3749949909
717	0.3749621334
718	0.3749353083
719	0.3749021962
720	0.3748480457
721	0.3747250606
722	0.3746647232
723	0.3746212087
724	0.3745429455
725	0.3745136802
726	0.374484599
727	0.3744207143
728	0.3743559116
729	0.3743018341
730	0.3742328498
731	0.3741949897
732	0.3741595607
733	0.3741122671
734	0.3740555099
735	0.3740243855
736	0.3739874755
737	0.3739581463
738	0.3739089275
739	0.3738459947
740	0.3737691411
741	0.373695247
742	0.3736565877
743	0.3736229544
744	0.3735735624
745	0.3735543304
746	0.3735101028
747	0.3733815467
748	0.3733603276
749	0.3733079179
750	0.3732711383
751	0.3732164207
752	0.3731882266
753	0.3731459419
754	0.373082773
755	0.3730414706
756	0.3729731908
757	0.3729107769
758	0.372857902
759	0.372803618
760	0.3727550816
761	0.3726878281
762	0.3726655016
763	0.3725523563
764	0.3724955098
765	0.3724442382
766	0.3723883683
767	0.3723510969
768	0.3722976561
769	0.3722481234
770	0.3722122262
771	0.3721809012
772	0.3721465606
773	0.3720867048
774	0.3720288036
775	0.3719970609
776	0.3719548349
777	0.3719169325
778	0.3718468853
779	0.3717837514
780	0.3717503546
781	0.3717140113
782	0.3716522941
783	0.3716016513
784	0.3715459477
785	0.3715121613
786	0.3714611666
787	0.3714204291
788	0.3713915681
789	0.3713327652
790	0.371293702
791	0.3712243126
792	0.3711886733
793	0.3711372597
794	0.3710942056
795	0.3710436221
796	0.3710019644
797	0.3709746639
798	0.370947461
799	0.3709007849
800	0.3708453876
801	0.370797905
802	0.3707644235
803	0.3707212528
804	0.3706424937
805	0.3706019802
806	0.3705644749
807	0.3704979858
808	0.3704758184
809	0.3704209904
810	0.3703639945
811	0.370342775
812	0.3702955944
813	0.3702768463
814	0.3702055269
815	0.3701659612
816	0.3701273271
817	0.3700851218
818	0.3700575096
819	0.3700051173
820	0.3699791203
821	0.3699377242
822	0.3698894372
823	0.3698579132
824	0.369816747
825	0.3697815949
826	0.3697459575
827	0.3696465733
828	0.3696104227
829	0.3695648489
830	0.3695408902
831	0.3694960883
832	0.3694701029
833	0.3694164385
834	0.3693313145
835	0.3692686455
836	0.3692304152
837	0.3691519392
838	0.3691212931
839	0.3690847528
840	0.3690287151
841	0.36899092
842	0.3689303919
843	0.3688826783
844	0.3688443291
845	0.3688179592
846	0.3687646252
847	0.3686996914
848	0.3686307485
849	0.3685778596
850	0.3685241156
851	0.3684762871
852	0.368451293
853	0.3683710123
854	0.3683167301
855	0.3682935574
856	0.368249934
857	0.3682122451
858	0.3681587424
859	0.3681259358
860	0.3680656558
861	0.3680298986
862	0.3680036624
863	0.367945525
864	0.3679346549
865	0.3678810627
866	0.3678136143
867	0.3677700185
868	0.3676911607
869	0.3676112504
870	0.3675132205
871	0.3674618526
872	0.367415217
873	0.3673613801
874	0.3673328972
875	0.3673081671
876	0.3672405619
877	0.3671868671
878	0.3671390089
879	0.3670992757
880	0.3670590106
881	0.3670174607
882	0.3669889721
883	0.3669571841
884	0.3669349457
885	0.3669077776
886	0.3668568121
887	0.3668224485
888	0.3667607917
889	0.3667183324
890	0.3666664863
891	0.3666261345
892	0.3666114144
893	0.3665681537
894	0.3665179389
895	0.3664786322
896	0.366435285
897	0.3664084247
898	0.3663571447
899	0.3662784517
900	0.3662300322
901	0.3661754485
902	0.3661269904
903	0.3660777772
904	0.3660465713
905	0.3660119066
906	0.3659518911
907	0.3659164579
908	0.36588313
909	0.3658429718
910	0.3658040183
911	0.3657610421
912	0.3657337294
913	0.3656854261
914	0.3656395807
915	0.3656062479
916	0.3655633922
917	0.3655164834
918	0.3654738899
919	0.3654484001
920	0.3654293114
921	0.365385378
922	0.3653405572
923	0.3652946471
924	0.3652646323
925	0.3652212602
926	0.365177652
927	0.3651313471
928	0.3650896021
929	0.365041385
930	0.3650191147
931	0.3649744999
932	0.3649188644
933	0.3648641881
934	0.3648063263
935	0.3647765082
936	0.3647330354
937	0.3647051427
938	0.36467906
939	0.3646640442
940	0.3645910356
941	0.3645570784
942	0.3645250415
943	0.3644858634
944	0.3644491183
945	0.3643847078
946	0.3643560868
947	0.3643007121
948	0.3642709812
949	0.3642185727
950	0.3641801348
951	0.3641379498
952	0.364120072
953	0.3640833655
954	0.3640428593
955	0.3639952462
956	0.3639695958
957	0.3639352613
958	0.3638886335
959	0.3638261976
960	0.3637938994
961	0.3637495603
962	0.3637050877
963	0.3636551145
964	0.3636147472
965	0.3635784896
966	0.3635283063
967	0.3635107951
968	0.3634816909
969	0.3634206045
970	0.3633829945
971	0.3633455506
972	0.363265648
973	0.3632120625
974	0.3631747449
975	0.3631457704
976	0.3631077991
977	0.3630624758
978	0.3630342444
979	0.3629995342
980	0.3629440837
981	0.3629190599
982	0.3628637569
983	0.3628261194
984	0.3627554876
985	0.3626918892
986	0.3626729161
987	0.3625324153
988	0.3624734727
989	0.362434424
990	0.3623811583
991	0.3623433357
992	0.3623157343
993	0.36226492
994	0.362232871
995	0.3622090487
996	0.3621007524
997	0.362068647
998	0.3620137853
999	0.3619918734
